ID,Nword,Nsent,register,Nsent2,Bepp,Getpp,Nbepp,Ngetpp,Bepp-by,Getpp-by,NBepp-by,NGetpp-by
W4531243,347,17,Written,17,"['I have been perplexed that such multi-award winning and album selling bands like Jars Of Clay, Skillet, MercyMe, Casting Crowns, and Third Day - people who happen to be Christians and who may not necessarily write overtly Christian songs, are relatively unheard of in the UK.', ""I now know that being ' labelled ' as such, meant that their music simply was n't being listened to by Non-Christians and therefore did n't receive the same coverage as that of their mainstream counterparts.""]",[],2,0,"[""I now know that being ' labelled ' as such, meant that their music simply was n't being listened to by Non-Christians and therefore did n't receive the same coverage as that of their mainstream counterparts.""]",[],1,0
W4531244,364,13,Written,13,"['The back-to-back Ashes schedule is a result of Australia hosting the World Cup in 2015, when the return Ashes would normally be played.', 'Pakistan, who are only allowed to play away from home following the 2009 terrorist attack on the Sri Lankan team in Lahore, are scheduled to tour India in March and April 2013.', 'World Cup winners India have been scheduled to play 166 One-day @ @ @ @ @ @ @ @ @ @.', ""Most sides have been handed between 30 and 55 Twenty20 games in a move seen by observers as the ICC 's attempt to rein in the format to keep 50-over ODIs alive.""]",[],4,0,"[""Most sides have been handed between 30 and 55 Twenty20 games in a move seen by observers as the ICC 's attempt to rein in the format to keep 50-over ODIs alive.""]",[],1,0
W4541244,854,43,Written,43,"['She told me that we are divorced.', 'You have waited for years before trying to find out what your position is, when you could have asked for a copy of the decree absolute, instead of only receiving a word of mouth assurance that it was obtained.', 'These are good questions and the answers should be obtained before you decide to remarry, if that is your plan.', 'As to your first question, yes, the divorce can be genuine even though you did not sign the papers you were served.', 'You see, there is no requirement for you to sign the divorce papers you were served.', 'By this document you inform the court that you were indeed served, and that you intend to defend the petition or any paragraphs therein, by filing an answer, or that you do not intend to defend it at all.', 'That is to say, the date, time and place it was effected and how you were identified by them @ @ @ @ @ @ @ @ @ @  Documents would also have been filed for the process to proceed by default on the basis of your failure to acknowledge and/or answer.', 'There would also have been filed an Affidavit of Search to prove the fact that the court records have been searched and no acknowledgment or answer was found.', 'If the judge was satisfied that everything was in order, then the decree nisi would have been granted and as neither you nor your wife indicated that you and she were going to try for reconciliation, then six weeks later the application for a decree absolute would have been filed and once again if it is proved by affidavit that neither you nor anyone else had intervened in the matter, then the decree would have been granted.', 'DISCLAIMER: The contents of this article are for informational purposes only and must not be relied upon as an alternative to legal advice from your own attorney.', 'Some comments may be republished on the website or in the newspaper -- email addresses will not be published.', 'Please understand that comments are moderated and it is not always possible to publish all that have been submitted.']",[],12,0,"['By this document you inform the court that you were indeed served, and that you intend to defend the petition or any paragraphs therein, by filing an answer, or that you do not intend to defend it at all.', 'That is to say, the date, time and place it was effected and how you were identified by them @ @ @ @ @ @ @ @ @ @  Documents would also have been filed for the process to proceed by default on the basis of your failure to acknowledge and/or answer.', 'If the judge was satisfied that everything was in order, then the decree nisi would have been granted and as neither you nor your wife indicated that you and she were going to try for reconciliation, then six weeks later the application for a decree absolute would have been filed and once again if it is proved by affidavit that neither you nor anyone else had intervened in the matter, then the decree would have been granted.']",[],3,0
W4551240,125,5,Written,5,[],[],0,0,[],[],0,0
W4551241,151,8,Written,8,[],[],0,0,[],[],0,0
W4551242,658,35,Written,35,"['While addressing 22nd APNS ( All Pakistan Newspaper Society ) Award Ceremony, the president observed,"" Let them judge whether we have been criticized justly or subjected to a campaign of slander.', 'The party had decided not to be provoked anyone and would continue the policy of reconciliation in the future too, he added.', 'In his view, the future of the country was inextricably associated to continuation of democracy, saying that they were representing the masses and it had been proven again and again.']",[],3,0,[],[],0,0
W4551243,337,10,Written,10,"[""We commemorate those who were lost, and we are also are inspired and encouraged by Rwandans ' relentless determination to move beyond this tragedy to rebuild their country and reestablish peace and hope for their children."", 'As we honor the victims of the 1994 genocide, the United States affirms its commitment to continue to work together with the people and Government of Rwanda to ensure that freedom, justice and peace are respected @ @ @ @ @']",[],2,0,"[""We commemorate those who were lost, and we are also are inspired and encouraged by Rwandans ' relentless determination to move beyond this tragedy to rebuild their country and reestablish peace and hope for their children.""]",[],1,0
W4551244,449,27,Written,27,"['The fine exhibition was inaugurated by H.E.', 'The celebration of the kite flying festival called Basant, reminded of a cheerful past of the city when the eve of spring was celebrated with full fervour.', 'The exhibition that would continue till May 18 would be followed by a water colour workshop conducted by Dr. Ajaz Anwar from 17th- 19th April while a reading session titled?']",[],3,0,"['The fine exhibition was inaugurated by H.E.', 'The exhibition that would continue till May 18 would be followed by a water colour workshop conducted by Dr. Ajaz Anwar from 17th- 19th April while a reading session titled?']",[],2,0
W4561240,354,15,Written,15,"[' People rush to markets for Eid preparation  HYDERABAD: Eid shopping is gaining momentum as great rush of people are being witnessed in all markets and bazaars of Hyderabad.', ""The people belonging to all age groups including women and children are seen busy in @ @ @ @ @ @ @ @ @ @ ' Chand Raat '."", 'Meanwhile, police claimed to have made foolproof security arrangements for the protection of the people at various shopping centres, markets and @ @ @ @ @ @ @ @ @ @ children lady police have also been deployed in various busy shopping malls at Saddar Bazaar, Rasham Bazarand other busy markets of the city.']","['After iftar, bazaars and markets get crowded with people, especially women and children, to buy clothes and accessories for Eid ul Fitr.']",3,1,[],[],0,0
W4561241,240,10,Written,10,"['Khan, co-owner of Kolkata Knight Riders, was summoned by the court in May on a complaint that he was seen smoking on April 8 during a match between his team and Rajasthan Royals.', 'Mr Singh filed the complaint on the basis of pictures published in newspapers the next day after IPL match in which Khan was seen puffing away in public.', 'Smoking is banned in public places in Jaipur state.']",[],3,0,"['Khan, co-owner of Kolkata Knight Riders, was summoned by the court in May on a complaint that he was seen smoking on April 8 during a match between his team and Rajasthan Royals.']",[],1,0
W4561242,395,13,Written,13,"['If this is not possible then some sort of regulatory duty may be imposed on export of local iron ore like in India ( up to 20% ) and in Russia ( up to 30% ).', 'This will, discourage iron ore exports and would be used locally for the development of local downstream industry.', 'The PSM stated that locally produced coal was being charged Rs1,000 per ton fixed value of sales tax whereas platinum, palladium, diamonds, precious stones as well as synthetic or reconstructed stones and precious or semi precious stones had been exempted from sales tax through SRO ( 721 ) ( 1 ) 2009 and SRO 895 @ @ @ @ @ @ @ @ @ @ said, had encouraged local mine owners of iron ore to export local iron ore, instead of selling it to local consumers.', 'Local industry, PSM argued, was provided special incentives/protection as regards the provision of raw material.']",[],4,0,[],[],0,0
W4561243,407,30,Written,30,"['While I am used to directing action flicks, this one will be a romance.', 'But my next two films are based on original scripts.']",[],2,0,[],[],0,0
W4571241,484,33,Written,33,"['Milon: The TV series"" Agontuk"" is being aired on BTV, while ATN Bangla is airing"" Chhayabrita"", directed by Tauquir Ahmed and shot in the USA.', 'A few other TV dramas are also being aired @ @ @ @ @ @ @ @ @ @ new film.', 'Milon: The film is called"" Porra Mon"", and will be directed by Zakir Hossain Raju.', 'The story is out of the ordinary and I believe people would be interested to go watch it in theatres.', ""You 've been acknowledged for your work, too."", 'Milon: I have been awarded for a number of my works.', 'Since when have you been involved with theatre?']",[],7,0,"['Milon: The TV series"" Agontuk"" is being aired on BTV, while ATN Bangla is airing"" Chhayabrita"", directed by Tauquir Ahmed and shot in the USA.', 'Milon: The film is called"" Porra Mon"", and will be directed by Zakir Hossain Raju.']",[],2,0
W4571242,471,20,Written,20,"[' Mojaheed involved in mass killing  Prosecution witness from Faridpur testifies at war crimes tribunal  Jamaat-e-Islami leader Ali Ahsan Mohammad Mojaheed was involved in the mass killing committed in four Hindu-dominated villages in Faridpur during the Liberation War.', 'These people were involved in looting, arson and killings committed in these villages,"" said the 75-year-old former politician from Faridpur.', 'Then Malek came to know from the locals that the Pakistani army along with armed Razakars, some Biharis, one Hammad Moulana and Mojaheed had gone to the villages from Faridpur and these people were involved in the atrocities, said the witness.']",[],3,0,[],[],0,0
W4571243,149,11,Written,11,"[' Ayub Bachchu hospitalised  A Correspondent  Popular singer Ayub Bachchu was admitted to a private hospital in the capital on November 27.', 'His scheduled concerts for the next month have been cancelled.']",[],2,0,[],[],0,0
W4571244,352,14,Written,14,"["" ODI Squad Announced  Gazi makes the cut  Sports reporter  Off-spinner Shohag Gazi, who has impressed in the ongoing Test series between Bangladesh and West Indies, has been rewarded with a berth in Bangladesh 's 14-man squad for the first two one day internationals, which was announced yesterday."", ""Naeem 's inclusion in the squad was propelled by his maiden Test century in the second innings of the first Test match."", 'Imrul Kayes, Elias Sunny, Nazmul Hossain, Shahadat Hossain and Nazimuddin, who were a part of the ODI squad during the Asia Cup were dropped by the selectors.""', ""Nazmul Hossain is injured and is n't fit enough to be in the team.""]",[],4,0,"[""Naeem 's inclusion in the squad was propelled by his maiden Test century in the second innings of the first Test match."", 'Imrul Kayes, Elias Sunny, Nazmul Hossain, Shahadat Hossain and Nazimuddin, who were a part of the ODI squad during the Asia Cup were dropped by the selectors.""']",[],2,0
W4581240,456,19,Written,19,"[""All major roads in the ' city of lights ' are littered with heaps of garbage as the municipal administration has run out of funds even for paying salaries to sanitary workers and running the garbage vans inside the city."", 'Heaps of garbage are seen everywhere not only at the dumping sites but also at other places where the people devoid of civic sense have started throwing the filth.', 'In 11 union councils of Saddar town alone, there are 100 garbage dumping sites but as the filth has not been removed over the past many weeks, the nearby roads and streets have covered with it making difficult for the vehicles to pass.', 'The heaps of litter could be seen at the main gate of Government Women College ( @ @ @ @ @ @ @ @ @ @ New Preedy Street, Shahrah-e-Kamal Ataturk, Sindh Secretariat parking area, Regal Chowk and other important roads.']",[],4,0,[],[],0,0
W4581241,1440,69,Written,69,"['-- an average fundamentalist would be enraged at my infidel question.', 'As per theory, the constitution of Pakistan clearly states that I shall be guaranted all fundamental rights, including equality of status, of opportunity and before law, social, economic @ @ @ @ @ @ @ @ @ @, belief, faith, worship and association, subject to law and public morality.', ""I feel privileged each day I return back home safe, feel grateful that I have n't been robbed and that there was no firing or bomb blast on my way back."", '-- an average fundamentalist would be enraged at my infidel question.""', '-- an average fundamentalist would be enraged at my @ @ @ @ @ @ @ @ @ @ posed it in the first place to get your article noticed?', 'These leaders are imposed themselves on the peoples by cheating, propaganda and other ways.', 'Once a legislative is elected there is no option for peoples in constitution except to wait till the next election.']",[],7,0,"['These leaders are imposed themselves on the peoples by cheating, propaganda and other ways.']",[],1,0
W4581242,927,33,Written,33,"[' Textile - Pakistan vs. India  As Pakistan moves forward to further liberalise trade with India ( a positive move ), one comes across this quiet kind of confidence in the Pakistani textile sector about its ability to compete successfully with its Indian counterpart; of course, if it is provided with a level playing field.', ""While we may be ready to compete with India in the traditional items based on comparative costs, quality and designs, it is the long-term vision where we @ @ @ @ @ @ @ @ @ @ future global growth and profitability is going to come from endeavours that save on energy and natural resources, and are environmentally friendly, ' Green Textile Production ', as it is referred to."", 'And this is where India appears to be far ahead of us in comparison.Scientists from Indian Institute of Technology ( IIT ), New Delhi, are close to releasing a type of fabric in the market that will not pick up dirt and even if it does after prolonged use, it can be washed with sunlight.', 'At the heart of this experiment lies nanotechnology, which is being applied by Indian scientists to improve the performance of textiles; something that is generating global interest.', ""The nature 's nanotechnology has been perfected over a billion of years."", 'Yet, another fabric that IIT is researching is based on nano-composite polymer coating, which will have improved strength and gas barrier property.', 'A range of antimicrobial textile finishes and products based on nano-silver have already been commercialised and are finding use in the medical sector, such as sutures and wound dressings and other health and hygiene textiles.Over the last decade, India has been the blue chip for the fast evolving retail sector that is riding high on the lifestyle products, especially fashion apparels, home textiles, jewellery and footwear.', 'A direct impact of this green movement in Indian textiles can be gauged by the increasing interest and growing demand for organic cottons, which are now being grown in selective farming areas in central @ @ @ @ @ @ @ @ @ @ Organic Exchange ( OE ) and Oeko Tex.', ""The global demand for textiles, especially lifestyle and premium fashion products, is being driven strongly by a very large ' youth ' population ( below the average age of 30 years old, as per the survey by American Textiles ' Consumers Association )."", 'This group is educated, well employed, fashion savvy and has the necessary disposable income for indulging in consumer tastes, influenced by ethical, moral and responsible behaviour.', 'Meaning that, they are sensitive to global warming and green movements.The Indian Textile Ministry and manufacturers both have become increasingly aware of the sustainable production and global growth challenges, which can primarily be countered by developing products that conserve energy and @ @ @ @ @ @ @ @ @ @ nature in order to minimise pollution, effluents and the process usage of hazardous materials.', 'It is all very well for our textile industry to moan and cry about gas shortages, etc, which one agrees need to be resolved at least in the short term, but if they are to meaningfully grow in the long term, their focus will need to shift to innovation and adapting of the evolving international trends - something that will not only give them sustainable growth, but also higher earnings.']",[],12,0,"['At the heart of this experiment lies nanotechnology, which is being applied by Indian scientists to improve the performance of textiles; something that is generating global interest.', 'A direct impact of this green movement in Indian textiles can be gauged by the increasing interest and growing demand for organic cottons, which are now being grown in selective farming areas in central @ @ @ @ @ @ @ @ @ @ Organic Exchange ( OE ) and Oeko Tex.', ""The global demand for textiles, especially lifestyle and premium fashion products, is being driven strongly by a very large ' youth ' population ( below the average age of 30 years old, as per the survey by American Textiles ' Consumers Association )."", 'This group is educated, well employed, fashion savvy and has the necessary disposable income for indulging in consumer tastes, influenced by ethical, moral and responsible behaviour.', 'Meaning that, they are sensitive to global warming and green movements.The Indian Textile Ministry and manufacturers both have become increasingly aware of the sustainable production and global growth challenges, which can primarily be countered by developing products that conserve energy and @ @ @ @ @ @ @ @ @ @ nature in order to minimise pollution, effluents and the process usage of hazardous materials.']",[],5,0
W4581243,1161,67,Written,67,"[""According to Strategic Planning Division ( SPD ), over 8000 additional professionals are being trained at Pakistan 's specialized Nuclear Security Training Academy to assume their duties proficiently in a short period of time."", ""Therefore, Pakistan is justified to work on producing smaller tactical nuclear weapons that can provide ' deterrence ' against Indian nuclear might."", 'However, Pakistan is determined to continue to follow a responsible policy of maintaining credible minimum deterrence in the nuclearized environment of South Asia.', ""It 's teen years of the 21st century in which both the countries are armed to the teeth with nuclear weapons."", 'Any war between @ @ @ @ @ @ @ @ @ @ be obliterated.', 'Pakistan \'s security apprehensions at Bharat \'s nukes are unfounded, The posterity of the"" angel"" Kotylia, the"" noble-hearted"" Bharatis are keeping them only"" as a deterrence against China, yes, only"" as a deterrence against China.""', 'Mirza Baig, India  Where are these presently being used freely and excessively?', 'Be prepared at the same place they would be used /experimented first.', 'Congratulations  Mirza Baig, India  And what about innocents being butchered daily in Balochistan, Karachi, Gilgit, FATA in sectarian killings and that also not other than by our own Muslims.', 'Nasir Amin  Well Indians I wish your lovely, golden words and comments are reflected in the policies of your policy makers and actions of your government as well.']",[],10,0,"['Congratulations  Mirza Baig, India  And what about innocents being butchered daily in Balochistan, Karachi, Gilgit, FATA in sectarian killings and that also not other than by our own Muslims.']",[],1,0
W4581244,252,11,Written,11,"['Elected on a party ticket of the PML-Quaid, Rahim was elected to the Sindh Assembly in the 2002 elections and was initially inducted as a provincial minister.', 'Subsequently, he was elected from PS-60 Tharparkar-I as the CM in 2004 after defeating Engr Gianchand Meghwar in the 2002 general elections.', ""After developing differences with the PML-Q, he established a forward bloc within the party and was elected as its president on February 12 last year.Sources said @ @ @ @ @ @ @ @ @ @ Ghotki 's Mehars and Thatta 's Shirazis to join the party, and was now trying to win over Tharparkar 's Arbabs.""]",[],3,0,[],[],0,0
W4591241,401,18,Written,18,"['She rubbished the misconception that the price of goods would increase dramatically in the wake of the GST, saying that common goods such as milk would be exempted from the tax.""', 'Comments  Readers are required to have a @ @ @ @ @ @ @ @ @ @ welcome your opinions to allow a healthy debate.', 'We want our readers to be responsible while commenting and to consider how their views could be received by others.']",[],3,0,['We want our readers to be responsible while commenting and to consider how their views could be received by others.'],[],1,0
W4591242,433,19,Written,19,"['Its heavy investments into building infrastructure for its network has been equated with the continued losses the group has posted at net earnings level.', 'Puan added that long-time ( P1 ) CEO Michael Lai had done a"" fantastic job"" in building up the company, and that the transition had been planned for a while now, after Lai voiced his wish to take a break.', 'Puan has been involved directly in the running of P1 since the start of the year.', 'On talks of a potential sale of P1, Puan said while he is open to"" strategic options"", what is more important in the next 18 months is to focus on operational and financial improvements for the subsidiary.']",[],4,0,[],[],0,0
W4591243,452,19,Written,19,"['Serdang MP Dr Ong Kian Ming, speaking at the Parliament lobby, said that in an official website Riot was listed as having a Bachelor of Business Administration from the Chartered Insitute of Business Administration ( Ireland ) and a Masters in Business Administration from Preston University in USA.""', 'Ong said that although not listed on the MoSTI website, they were informed that the minister obtained his Masters in Business Administration from the Commonwealth Open University based in the British Virgin Islands.', ""He added that both these institutions are listed as ' unauthorised schools and invalid degrees ' by the state goverments of Oregan and Maine in the US."", 'Please refrain from nicknames or comments of a racist, sexist, personal, vulgar or derogatory nature, or you may risk being blocked from commenting in our website.', 'As comments are moderated, they may not appear immediately or even on the same day you posted them.']",[],5,0,"[""He added that both these institutions are listed as ' unauthorised schools and invalid degrees ' by the state goverments of Oregan and Maine in the US.""]",[],1,0
W4591244,366,14,Written,14,"['To date, we have received 400 applications from companies seeking for the date to be pushed to Dec 31 and I have approved the applications,"" he told reporters after the 2013 Workers \' Day gathering at the Bukit Jalil Stadium today launched by Prime Minister Datuk Seri Najib Tun Razak.', 'The Minimum Wage Order 2012 was enforced on Jan 1, 2013 and the rate would be studied every two years.', 'He said the success was due to agreement and consensus to ensure the national development agenda could be continued and inherited by the coming generation.', 'Please refrain from nicknames or comments of a racist, sexist, personal, vulgar or derogatory nature, or you may risk being blocked @ @ @ @ @ @ @ @ @ @ use their real names as their username.', 'As comments are moderated, they may not appear immediately or even on the same day you posted them.']",[],5,0,"['To date, we have received 400 applications from companies seeking for the date to be pushed to Dec 31 and I have approved the applications,"" he told reporters after the 2013 Workers \' Day gathering at the Bukit Jalil Stadium today launched by Prime Minister Datuk Seri Najib Tun Razak.', 'He said the success was due to agreement and consensus to ensure the national development agenda could be continued and inherited by the coming generation.']",[],2,0
W4601241,1216,50,Written,50,"[' No fish story  Published: 9 September 2013 10:22 AM  Affected modern gastronomy aside, the concept of feeding the world has changed drastically.', 'All in all, we are looking at about 148 million tonnes of fish ( in 2010, that had a total value of US$217.5 billion ), of which about 128 million tonnes were used as food for people, with preliminary data for 2011 indicating an increased production of 154 million tonnes, of which 131 million tonnes were destined as food.', '( It ) was also the first supermarket to start a \' no shark \'s fins \' policy in all the Cold Storage and Market Place stores in Singapore,"" said a spokesperson for the company, who added that, as a member of the WWF Singapore Sustainable Seafood Group, Cold Storage is committed to improve how it sources sustainable seafood and promote responsible consumption in Singapore.', 'Meanwhile, all fish supplied to FairPrice Finest and FairPrice Xtra stores are tagged with QR codes, which customers can scan for instructions on how to best prepare the fish.', 'These QR-coded fish are sold under the brand The Fish Farmer, which is owned by the Metropolitan Fishery Group ( MFG ), and includes Singapore farmed grey mullet, milk fish and black tilapia, as well as farmed California bass, seven-star sea perch and spottail bass from Taiwan.', 'The Australian native also highlighted the fact that the fish arrive at the restaurant the day they are harvested.""', 'Urban enterprise  It may have begun as a backyard experiment of sorts, but two-and-a-half-year-old OnHand Agrarian has quickly grown into a uniquely viable local enterprise, harvesting an organic ecology of some @ @ @ @ @ @ @ @ @ @ has been dubbed an"" integrated multi-trophic recirculating aquaculture system"", or IMTRAS, for tropical marine species.', 'Please refrain from nicknames or comments of a racist, sexist, personal, vulgar or derogatory nature, or you may risk being blocked from commenting in our website.', 'As comments are moderated, they may not appear immediately or even on the same day you posted them.']",[],9,0,"['These QR-coded fish are sold under the brand The Fish Farmer, which is owned by the Metropolitan Fishery Group ( MFG ), and includes Singapore farmed grey mullet, milk fish and black tilapia, as well as farmed California bass, seven-star sea perch and spottail bass from Taiwan.']",[],1,0
W4601242,750,48,Written,48,"['To date, there are over 50 countries where coffee may be farmed but each country or region imparts their own unique characteristic to the beans due to the difference in @ @ @ @ @ @ @ @ @ @, harvesting and processing methods also matters.', ""Discover the coffee 's origins by reading the label on your bag of beansRecently while having my usual cuppa at RAWcoffee, I was asked by barista Michael Tan to identify the origin of my coffee, along with other caf?"", 'Latin America ( both Central and South ) is considered the juggernaut of the coffee world.', 'Some of the finest Arabica beans in the world are planted in this archipelago, with different islands offering different growing conditions.']",[],4,0,"[""Discover the coffee 's origins by reading the label on your bag of beansRecently while having my usual cuppa at RAWcoffee, I was asked by barista Michael Tan to identify the origin of my coffee, along with other caf?""]",[],1,0
W4601243,459,24,Written,24,"[""This car is n't to be confused with the Peugeot 301, which is a ' conquest car ', Peugeot 's term for entry-level cars aimed at increasing market share in emerging markets such as BRIC countries."", 'One was a 308 Sedan, and another was a larger 408, which was based on the 308.', 'Among the advantages of registering is once a name has been registered, a guest can not post using that name.']",[],3,0,[],[],0,0
W4601244,621,27,Written,27,"[""To calculate this, you are allowed to subtract certain expenses from the gross capital gain ( do n't forget to keep the bills! )"", 'There are many reasons why RPGT is imposed.', 'they could reduce RPGT to encourage investments ( this actually happened for a period of time between 1 April 2007 -- 31 December 2009, wherein property transactions during this period were exempted from RPGT to spur investments ), which is likely @ @ @ @ @ @ @ @ @ @ obvious reason is that RPGT is a source of revenue for the government.', 'You are allowed a 60-day grace period, within this time you must settle the tax that you are meant to pay from your sale of property.', ""Now if you are wondering just how RPGT is calculated, and how much you 'll have to pay, stay tuned for the next instalment of SaveMoney.my 's guide where we will show @ @ @ @ @ @ @ @ @ @ Liew is the Founder and Editor-in-Chief of SaveMoney.my, an online consumer advice portal which aims to help Malaysians save money through smart ( and most of the time painless ) savings in their daily banking, technology, and lifestyle spending habits."", 'Comments  Readers are required to have a valid Facebook account to comment on this story.', 'We want our readers to be responsible while commenting and to consider how their views could be received by others.']","["" ROS Lboard  Property gains tax in M'sia  September 18, 2013  Owning property can be either a liability or a great investment; either way, if you are planning to dispose of your property, you might be wondering if you will get taxed on the disposal of a property."", 'FEATURE  By Hann Liew  Owning property can be either a liability or a great investment; either way, if you are planning to dispose of your property ( whether it is to cut your losses or to make a profit ), you might be wondering if you will get taxed on the disposal of a property.']",7,2,['We want our readers to be responsible while commenting and to consider how their views could be received by others.'],"['FEATURE  By Hann Liew  Owning property can be either a liability or a great investment; either way, if you are planning to dispose of your property ( whether it is to cut your losses or to make a profit ), you might be wondering if you will get taxed on the disposal of a property.']",1,1
W4611242,392,14,Written,14,"["" ' Inflationary pressure in Malaysia not systemic '  KUALA LUMPUR ( Dec 9, 2013 ): Malaysia 's inflationary pressure may be building up but it will not severely affect the economy that is poised to expand by 4.2% next year, said Institute of Chartered Accountants in England and Wales ( ICAEW ) chief economist Douglas McWilliams ( pix )."", 'He does n\'t see inflation in Malaysia becoming a systemic problem, that is, affecting the whole economy, and that it will be absorbed.""', 'McWilliams said inflation will be slightly higher due to currency movements as well as structural adjustments as subsidies are reduced and the goods and services tax ( GST ) is being implemented.', 'There \'s a chance of a 5% growth in 2016 because by then much of the budget consolidation process would have been achieved and the GST would \'ve been implemented.""', '2014 is a transition year for Malaysia to be used productively to move in from consolidating government finances and reducing subsidies as well as increasing taxation on consumer spending.']",[],5,0,"["" ' Inflationary pressure in Malaysia not systemic '  KUALA LUMPUR ( Dec 9, 2013 ): Malaysia 's inflationary pressure may be building up but it will not severely affect the economy that is poised to expand by 4.2% next year, said Institute of Chartered Accountants in England and Wales ( ICAEW ) chief economist Douglas McWilliams ( pix )."", 'There \'s a chance of a 5% growth in 2016 because by then much of the budget consolidation process would have been achieved and the GST would \'ve been implemented.""']",[],2,0
W4611243,519,24,Written,24,"['Nast Traveler Reader \'s Choice Awards,"" a reference in the luxury tourism sector, the Crystal Serenity is manned by 655 staff members serving up to 1,070 passengers.', 'Seabourn Quest -- Seabourn  This luxurious cruise welcomes no more than 450 guests at a time, and its staff is comprised of nearly as many individuals ( 330 ).', ""The ship 's accommodations -- all suites -- range in size from 24 to 110 square meters and are often equipped with marble bathrooms and private balconies."", 'AFPrelax  Comments  Readers are required to have a valid Facebook account to comment on this story.', 'We want our readers to be responsible while commenting and to consider how their views could be received by others.']",[],5,0,"['Nast Traveler Reader \'s Choice Awards,"" a reference in the luxury tourism sector, the Crystal Serenity is manned by 655 staff members serving up to 1,070 passengers.', 'We want our readers to be responsible while commenting and to consider how their views could be received by others.']",[],2,0
W4621241,239,9,Written,9,"[' Nation  Cyber-bullying reports up 55.6% in 2013  MALACCA: A total of 389 cyber-bullying reports were lodged by Internet users to the Cyber999 Help Centre in 2013, a 55.6% increase from 250 in 2012.', 'The 19-page handbook is based on a study carried out on 9,651 primary and secondary school students nationwide by CyberSecurity Malaysia, the Education Ministry and DiGi Telecommunication Sdn Bhd in 2013.""', 'The study found that 13% of the 1,255 respondents admitted being victims of cyber-bullying while 26% or 2,509 confessed they had once been bullied online,"" she said.', 'Abu Bakar said the book would be distributed to the public free of charge and the Ministry targeted to meet 20,000 students this year to enlighten them on cyber-bullying.']",[],4,0,"[' Nation  Cyber-bullying reports up 55.6% in 2013  MALACCA: A total of 389 cyber-bullying reports were lodged by Internet users to the Cyber999 Help Centre in 2013, a 55.6% increase from 250 in 2012.', 'The 19-page handbook is based on a study carried out on 9,651 primary and secondary school students nationwide by CyberSecurity Malaysia, the Education Ministry and DiGi Telecommunication Sdn Bhd in 2013.""']",[],2,0
W4621243,260,11,Written,11,[],[],0,0,[],[],0,0
W4621244,940,45,Written,45,"['The 1997 movie told the story of a taxi driver who was obsessed with conspiracy theories and became a real target when one of his theories turned out to be @ @ @ @ @ @ @ @ @ @ to figure out which theory it was.', 'What if a very influential aide to the PKR \'s general leader had already called on an equally influential member of the PM \'s inner chamber to work out a deal whereby the"" Ketua Umum"" will join the Cabinet and be given a portfolio that makes him very powerful?', ""How Anwar led a series of demonstrations against them and was incarcerated under the ISA during Abdul Razak 's and ( Tun ) Hussein Onn 's administrations."", 'Remember he was freed from detention when Dr Mahathir became PM in 1981 and, in early 1982 Dr Mahathir proudly paraded him before the Press and the newest member of Umno.', 'Remember also that many Umno rebels left the party but later came back to the fold and some went on to be appointed to the cabinet despite having burnt the bridges.', 'But has the DAP got wind of this so as to prompt its supremo, Lim Kit Siang, to ask in his blog:"" Who drafted this national reconciliation plan and who had been consulted?', 'Footnote: The PM is believed to have appointed a new media adviser to replace Jalaluddin Bahaudin who left last year.', 'The new man is believed to be a journalist and former MP, Abdul Rahman Sulaiman, among whose task is to"" pujuk"" Dr Mahathir to @ @ @ @ @ @ @ @ @ @ people told me.', 'Please refrain from nicknames or comments of a racist, sexist, personal, vulgar or derogatory nature, or you may risk being blocked from commenting in our website.', 'As comments are moderated, they may not appear immediately or even on the same day you posted them.']",[],10,0,[],[],0,0
W4631240,778,35,Written,35,"['The history of the automobile industry is littered with alliances that have failed,"" Marchionne told investors, suppliers and reporters at Chrysler headquarters in Detroit, newly relabelled Fiat Chrysler.""', 'In a flat world, you can not be secure in your own market unless you can compete on a global basis,"" @ @ @ @ @ @ @ @ @ @ in January, though the formal corporate union, combining their accounts, will not be completed until mid-2014.', ""Marchionne said the company is determined to build more presence in the world 's strongest markets, including the United States and China, over the next five years."", 'Our future products will be equipped with cutting-edge powertrains,"" he added.', ""Keeping Ferrari limited  At the same time, the company will resist bowing to surging demand for its Ferrari supercars, limiting production to the current 7,000 a year level at least through 2018 to ensure the brand 's image is protected."", '-- AFP  Comments  Readers are required to have a valid Facebook account to comment on this story.', 'We want our readers to be responsible while commenting and to consider how their views could be received by others.']",[],7,0,['We want our readers to be responsible while commenting and to consider how their views could be received by others.'],[],1,0
W4631241,558,23,Written,23,"['We are pleased to be able to fly the Malaysian flag in Brazil at the global futsal tournament through our champs today.', 'Champs to Rio was open to 40 teams via online registration starting early April 2014.']",[],2,0,[],[],0,0
